Hotel Name,reviewtext,target_summary,generated_summary,rouge1,rouge2,rougeL,bleu,PriceINR,StarRating,Recall@10,NDCG@10
Ambica Sea Green,"Kids loved the beach access, great stay.","Kids loved the beach access, great stay.","Kids loved the beach access, great stay.",1,1,1,1,3500,4,0,0
Ambica Sea Green,Perfect for a romantic getaway.,Perfect for a romantic getaway.,Perfect for a romantic getaway.Content,0.909090909,0.888888889,0.909090909,0.668740305,3500,4,0.2,0.605260244
Ambica Sea Green,"Relaxing stay, great value.","Relaxing stay, great value.","Relaxing stay, great value.",1,1,1,1,3500,4,0.1,0.356207187
V Hotel,"Modern hotel, great for city exploration.","Modern hotel, great for city exploration.","Modern hotel, great for city exploration.",1,1,1,1,3200,4.2,0.1,1
V Hotel,"Convenient for work, but parking limited.","Convenient for work, but parking limited.","Convenient for work, but parking limited.",1,1,1,1,3200,4.2,0.1,0.630929754
V Hotel,"Spacious rooms, good for families.","Spacious rooms, good for families.","Spacious rooms, good for families.",1,1,1,1,3200,4.2,0.1,0.301029996
V Hotel,Nice ambiance for a romantic stay.,Nice ambiance for a romantic stay.,Nice ambiance for a romantic stay.,1,1,1,1,3200,4.2,0.1,0.315464877
V Hotel,"Comfortable and central, great for solo.","Comfortable and central, great for solo.","Comfortable and central, great for solo.",1,1,1,1,3200,4.2,0.1,0.289064826
Hotel Green Park,"Upscale hotel, excellent service.","Upscale hotel, excellent service.","Upscale hotel, excellent service.",1,1,1,1,4500,4.2,0.2,1
Hotel Green Park,"Ideal for business, but pricey.","Ideal for business, but pricey.","Ideal for business, but pricey.",1,1,1,1,4500,4.2,0.5,0.773893196
Hotel Green Park,"Family loved the dim sums, classy vibe.","Family loved the dim sums, classy vibe.","Family loved the dim sums, classy vibe.",1,1,1,1,4500,4.2,0.5,1
Hotel Green Park,"Luxurious stay, perfect for couples.","Luxurious stay, perfect for couples.","Luxurious stay, perfect for couples.",1,1,1,1,4500,4.2,0.1,0.356207187
Hotel Green Park,"Comfortable and professional, good for solo.","Comfortable and professional, good for solo.","Comfortable and professional, good for solo.",1,1,1,1,4500,4.2,0,0
Hotel Valley Vista,"Close to beach, great budget stay.","Close to beach, great budget stay.","Close to beach, great budget stay.",1,1,1,1,2800,3.7,0,0
Hotel Valley Vista,"Decent for work, but limited amenities.","Decent for work, but limited amenities.","Decent for work, but limited amenities.",1,1,1,1,2800,3.7,0,0
Hotel Valley Vista,"Good for families, clean and affordable.","Good for families, clean and affordable.","Good for families, clean and affordable.",1,1,1,1,2800,3.7,0,0
Hotel Valley Vista,Nice for a budget couple's trip.,Nice for a budget couple's trip.,Nice for a budget couple's trip.,1,1,1,1,2800,3.7,0.1,0.356207187
Hotel Valley Vista,"Perfect for solo travelers, good location.","Perfect for solo travelers, good location.","Perfect for solo travelers, good location.",1,1,1,1,2800,3.7,0.1,0.289064826
The Budhil Park,"Modern hotel, excellent Indian cuisine.","Modern hotel, excellent Indian cuisine.","Modern hotel, excellent Indian cuisine..",1,1,1,0.668740305,3800,4,0.3,0.471627652
The Budhil Park,"Great for meetings, but pricey.","Great for meetings, but pricey.","Great for meetings, but pricey.",1,1,1,1,3800,4,0.5,0.76293719
The Budhil Park,"Spacious rooms, family-friendly.","Spacious rooms, family-friendly.","Spacious rooms, family-friendly.",1,1,1,1.22E-77,3800,4,0.1,0.289064826
The Budhil Park,"Cozy and upscale, perfect for couples.","Cozy and upscale, perfect for couples.","Cozy and upscale, perfect for couples.",1,1,1,1,3800,4,0.1,1
The Budhil Park,"Comfortable and central, great for solo.","Comfortable and central, great for solo.","Comfortable and central, great for solo.",1,1,1,1,3800,4,0,0
Classic Boutique Hotel & Luxury Service Apartments,"Elegant boutique stay, great views.","Elegant boutique stay, great views.","Elegant boutique stay, great views.",1,1,1,1,4500,4.3,0.3,0.932521092
Classic Boutique Hotel & Luxury Service Apartments,Upscale but small meeting spaces.,Upscale but small meeting spaces.,Upscale but small meeting spaces.,1,1,1,1,4500,4.3,0.5,0.899502344
Classic Boutique Hotel & Luxury Service Apartments,Kids loved the beach proximity.,Kids loved the beach proximity.,Kids loved the beach proximity.,1,1,1,1,4500,4.3,0.1,0.356207187
Classic Boutique Hotel & Luxury Service Apartments,"Romantic and luxurious, great stay.","Romantic and luxurious, great stay.","Romantic and luxurious, great stay.",1,1,1,1,4500,4.3,0,0
Classic Boutique Hotel & Luxury Service Apartments,Perfect for a relaxing solo trip.,Perfect for a relaxing solo trip.,Perfect for a relaxing solo trip.Content,0.923076923,0.909090909,0.923076923,0.759835686,4500,4.3,0.1,0.430676558
Flying Spaghetti Monster,"Creative Italian dishes, cozy vibe.","Creative Italian dishes, cozy vibe.","Creative Italian dishes, cozy vibe.",1,1,1,1,1400,4.4,0.9,0.984218487
Flying Spaghetti Monster,"Nice for meetings, but service slow.","Nice for meetings, but service slow.","Nice for meetings, but service slow.",1,1,1,1,1400,4.4,0.9,0.993794786
Flying Spaghetti Monster,"Family enjoyed the pasta, great flavors.","Family enjoyed the pasta, great flavors.","Family enjoyed the pasta, great flavors.",1,1,1,1,1400,4.4,0.9,0.993794786
Flying Spaghetti Monster,"Romantic Italian spot, lovely ambiance.","Romantic Italian spot, lovely ambiance.","Romantic Italian spot, lovely ambiance.",1,1,1,1,1400,4.4,0.8,0.991829106
Flying Spaghetti Monster,"Tasty and quick, perfect for solo meals.","Tasty and quick, perfect for solo meals.","Tasty and quick, perfect for solo meals.",1,1,1,1,1400,4.4,0.9,0.993794786
Hotel Lemon Park,"Modern and central, great for leisure.","Modern and central, great for leisure.","Modern and central, great for leisure.",1,1,1,1,2800,4.1,0.2,0.448643819
Hotel Lemon Park,"Good for work, but breakfast limited.","Good for work, but breakfast limited.","Good for work, but breakfast limited.",1,1,1,1,2800,4.1,0.1,0.301029996
Hotel Lemon Park,Spacious and family-friendly.,Spacious and family-friendly.,Spacious and family-friendly.Family,0.888888889,0.857142857,0.888888889,1.13E-154,2800,4.1,0.1,1
Hotel Lemon Park,"Cozy stay, perfect for couples.","Cozy stay, perfect for couples.","Cozy stay, perfect for couples.",1,1,1,1,2800,4.1,0,0
Hotel Lemon Park,Comfortable and convenient for solo.,Comfortable and convenient for solo.,"Comfortable and convenient for solo. """,1,1,1,0.759835686,2800,4.1,0.2,0.46845052
Daspalla Executive Court,"Comfortable stay, great dining options.","Comfortable stay, great dining options.","Comfortable stay, great dining options.",1,1,1,1,4200,4.2,0.2,0.448643819
Daspalla Executive Court,"Perfect for business, but parking limited.","Perfect for business, but parking limited.","Perfect for business, but parking limited.",1,1,1,1,4200,4.2,0.2,0.46845052
Daspalla Executive Court,Family enjoyed the spacious rooms.,Family enjoyed the spacious rooms.,Family enjoyed the spacious rooms.,1,1,1,1,4200,4.2,0,0
Daspalla Executive Court,"Romantic and upscale, great service.","Romantic and upscale, great service.","Romantic and upscale, great service.",1,1,1,1,4200,4.2,0,0
Daspalla Executive Court,Convenient and comfortable for solo.,Convenient and comfortable for solo.,"Convenient and comfortable for solo. """,1,1,1,0.759835686,4200,4.2,0.1,0.301029996
The Gateway Hotel Beach Road,"Luxurious stay, stunning sea views.","Luxurious stay, stunning sea views.","Luxurious stay, stunning sea views.",1,1,1,1,6000,4.6,0.5,1
The Gateway Hotel Beach Road,"Great for meetings, but pricey.","Great for meetings, but pricey.","Great for meetings, but pricey.",1,1,1,1,6000,4.6,0.9,1
The Gateway Hotel Beach Road,"Kids loved the pool, excellent service.","Kids loved the pool, excellent service.","Kids loved the pool, excellent service.",1,1,1,1,6000,4.6,0.7,1
The Gateway Hotel Beach Road,"Perfect romantic getaway, amazing views.","Perfect romantic getaway, amazing views.","Perfect romantic getaway, amazing views.",1,1,1,1,6000,4.6,0.6,0.987671279
The Gateway Hotel Beach Road,Luxury and comfort for solo travelers.,Luxury and comfort for solo travelers.,Luxury and comfort for solo travelers.,1,1,1,1,6000,4.6,0.7,0.988800903
World Inn Hotel,"Great budget stay, close to shops.","Great budget stay, close to shops.","Great budget stay, close to shops.",1,1,1,1,2500,3.6,0,0
World Inn Hotel,"Perfect for business, but parking limited.","Perfect for business, but parking limited.","Perfect for business, but parking limited.",1,1,1,1,2500,3.6,0.1,0.430676558
World Inn Hotel,"Good for families, clean and affordable.","Good for families, clean and affordable.","Good for families, clean and affordable.",1,1,1,1,2500,3.6,0,0
World Inn Hotel,Nice for a budget coupleâ€™s trip.,Nice for a budget coupleâ€™s trip.,Nice for a budget coupleâ€™s trip.,1,1,1,1,2500,3.6,0.1,1
World Inn Hotel,"Perfect for solo travelers, good location.","Perfect for solo travelers, good location.","Perfect for solo travelers, good location.",1,1,1,1,2500,3.6,0,0
Absolute Barbecues,"Amazing BBQ, fun group dining.","Amazing BBQ, fun group dining.","Amazing BBQ, fun group dining..",1,1,1,0.668740305,1500,4.5,0.8,0.985151406
Absolute Barbecues,"Great for client lunches, but crowded.","Great for client lunches, but crowded.","Great for client lunches, but crowded.",1,1,1,1,1500,4.5,0.6,0.95371237
Absolute Barbecues,"Family loved the variety, lively vibe.","Family loved the variety, lively vibe.","Family loved the variety, lively vibe.",1,1,1,1,1500,4.5,0.9,0.984218487
Absolute Barbecues,"Fun date night, tasty BBQ.","Fun date night, tasty BBQ.","Fun date night, tasty BBQ.",1,1,1,1,1500,4.5,0.9,0.989594884
Absolute Barbecues,"Quick and delicious, good for solo.","Quick and delicious, good for solo.","Quick and delicious, good for solo.",1,1,1,1,1500,4.5,0.8,0.961308576
Hotel V Pride Comfort,"Comfortable stay, excellent service.","Comfortable stay, excellent service.","Comfortable stay, excellent service. """,1,1,1,0.668740305,3500,4,0.2,0.388958094
Hotel V Pride Comfort,"Good for business, but parking limited.","Good for business, but parking limited.","Good for business, but parking limited.",1,1,1,1,3500,4,0.1,0.333333333
Hotel V Pride Comfort,"Spacious for families, good amenities.","Spacious for families, good amenities.","Spacious for families, good amenities.",1,1,1,1,3500,4,0.1,0.301029996
Hotel V Pride Comfort,Nice for a romantic stay.,Nice for a romantic stay.,Nice for a romantic stay.,1,1,1,1,3500,4,0,0
Hotel V Pride Comfort,"Convenient and clean, good value.","Convenient and clean, good value.","Convenient and clean, good value.",1,1,1,1,3500,4,0.1,0.315464877
Siri Varshini Inn,"Clean rooms, great for short stays.","Clean rooms, great for short stays.","Clean rooms, great for short stays.",1,1,1,1,2600,3.7,0,0
Siri Varshini Inn,"Decent for work, but small rooms.","Decent for work, but small rooms.","Decent for work, but small rooms.",1,1,1,1,2600,3.7,0.1,0.333333333
Siri Varshini Inn,"Good for families, affordable.","Good for families, affordable.","Good for families, affordable.",1,1,1,1,2600,3.7,0.2,0.806573596
Siri Varshini Inn,Cozy and convenient for couples.,Cozy and convenient for couples.,Cozy and convenient for couples.,1,1,1,1,2600,3.7,0.1,0.356207187
Siri Varshini Inn,Simple and budget-friendly for solo.,Simple and budget-friendly for solo.,Simple and budget-friendly for solo.,1,1,1,1,2600,3.7,0.1,0.356207187
Hotel M V Grand,"Modern rooms, great for leisure stays.","Modern rooms, great for leisure stays.","Modern rooms, great for leisure stays.",1,1,1,1,3200,3.8,0.2,0.402983134
Hotel M V Grand,"Convenient for work, but Wi-Fi slow.","Convenient for work, but Wi-Fi slow.","Convenient for work, but Wi-Fi slow.",1,1,1,1,3200,3.8,0.1,0.356207187
Hotel M V Grand,"Good for families, clean and affordable.","Good for families, clean and affordable.","Good for families, clean and affordable.",1,1,1,1,3200,3.8,0,0
Hotel M V Grand,Cozy and comfortable for couples.,Cozy and comfortable for couples.,Cozy and comfortable for couples.,1,1,1,1,3200,3.8,0,0
Hotel M V Grand,"Budget-friendly, ideal for solo travelers.","Budget-friendly, ideal for solo travelers.","Budget-friendly, ideal for solo travelers.",1,1,1,1,3200,3.8,0,0
Coral Hotel,"Newly opened, stunning ocean views and modern amenities.","Newly opened, stunning ocean views and modern amenities.","Newly opened, stunning ocean views and modern amenities.",1,1,1,1,4500,4.2,0.2,0.491149293
Coral Hotel,"Great for conferences, but Wi-Fi was inconsistent.","Great for conferences, but Wi-Fi was inconsistent.","Great for conferences, but Wi-Fi was inconsistent.",1,1,1,1,4500,4.2,0.3,0.646230213
Coral Hotel,"Family enjoyed the pool, clean and comfortable.","Family enjoyed the pool, clean and comfortable.","Family enjoyed the pool, clean and comfortable.",1,1,1,1,4500,4.2,0.1,0.5
Coral Hotel,"Romantic stay with beautiful views, highly recommend.","Romantic stay with beautiful views, highly recommend.","Romantic stay with beautiful views, highly recommend.",1,1,1,1,4500,4.2,0.2,0.524981033
Coral Hotel,"Modern and relaxing, perfect for solo travelers.","Modern and relaxing, perfect for solo travelers.","Modern and relaxing, perfect for solo travelers.",1,1,1,1,4500,4.2,0,0
Brinda Executive Guest House,"Newly opened, convenient location near station.","Newly opened, convenient location near station.","Newly opened, convenient location near station.",1,1,1,1,2500,3.8,0.1,0.289064826
Brinda Executive Guest House,"Good for transit, but rooms small.","Good for transit, but rooms small.","Good for transit, but rooms small.",1,1,1,1,2500,3.8,0.2,0.571428504
Brinda Executive Guest House,"Affordable for families, clean and simple.","Affordable for families, clean and simple.","Affordable for families, clean and simple.",1,1,1,1,2500,3.8,0,0
Brinda Executive Guest House,"Cozy for couples, good service.","Cozy for couples, good service.","Cozy for couples, good service.",1,1,1,1,2500,3.8,0.1,0.315464877
Brinda Executive Guest House,"Budget-friendly, ideal for solo trips.","Budget-friendly, ideal for solo trips.","Budget-friendly, ideal for solo trips.",1,1,1,1,2500,3.8,0,0
Econoh Hotel,"New hotel, excellent facilities and service.","New hotel, excellent facilities and service.","New hotel, excellent facilities and service.",1,1,1,1,3800,4.1,0,0
Econoh Hotel,"Great for business, but remote location.","Great for business, but remote location.","Great for business, but remote location.",1,1,1,1,3800,4.1,0.1,0.5
Econoh Hotel,"Family-friendly, spacious rooms.","Family-friendly, spacious rooms.","Family-friendly, spacious rooms.Family",0.888888889,0.857142857,0.888888889,1.13E-154,3800,4.1,0,0
Econoh Hotel,"Romantic stay, nice amenities.","Romantic stay, nice amenities.","Romantic stay, nice amenities. """,1,1,1,0.668740305,3800,4.1,0,0
Econoh Hotel,"Comfortable for solo travelers, good value.","Comfortable for solo travelers, good value.","Comfortable for solo travelers, good value.",1,1,1,1,3800,4.1,0.1,0.301029996
Hotel O ,"Central location, newly renovated.","Central location, newly renovated.","Central location, newly renovated.",1,1,1,1,2800,3.8,0.1,1
Hotel O ,"Convenient for work, but basic amenities.","Convenient for work, but basic amenities.","Convenient for work, but basic amenities.",1,1,1,1,2800,3.8,0,0
Hotel O ,"Good for families, clean and affordable.","Good for families, clean and affordable.","Good for families, clean and affordable.",1,1,1,1,2800,3.8,0,0
Hotel O ,Nice for a budget coupleâ€™s stay.,Nice for a budget coupleâ€™s stay.,Nice for a budget coupleâ€™s stay.,1,1,1,1,2800,3.8,0.1,1
Hotel O ,Great value for solo travelers.,Great value for solo travelers.,Great value for solo travelers.,1,1,1,1,2800,3.8,0,0
Vihar Boutique Hotel,"Charming new hotel, personalized service.","Charming new hotel, personalized service.","Charming new hotel, personalized service.",1,1,1,1,3800,4.2,0.1,0.630929754
Vihar Boutique Hotel,"Good for business, but small meeting space.","Good for business, but small meeting space.","Good for business, but small meeting space.",1,1,1,1,3800,4.2,0,0
Vihar Boutique Hotel,"Family loved the cozy vibe, great stay.","Family loved the cozy vibe, great stay.","Family loved the cozy vibe, great stay.",1,1,1,1,3800,4.2,0,0
Vihar Boutique Hotel,Perfect for a romantic getaway.,Perfect for a romantic getaway.,Perfect for a romantic getaway.Content,0.909090909,0.888888889,0.909090909,0.668740305,3800,4.2,0.2,0.580279211
Vihar Boutique Hotel,Stylish and comfortable for solo.,Stylish and comfortable for solo.,Stylish and comfortable for solo.,1,1,1,1,3800,4.2,0.1,0.333333333
Encore Inn,"Budget-friendly, great service.","Budget-friendly, great service.","Budget-friendly, great service.",1,1,1,1.22E-77,3200,4,0,0
Encore Inn,"Decent for business, but basic amenities.","Decent for business, but basic amenities.","Decent for business, but basic amenities.",1,1,1,1,3200,4,0,0
Encore Inn,"Good for families, clean and affordable.","Good for families, clean and affordable.","Good for families, clean and affordable.",1,1,1,1,3200,4,0,0
Encore Inn,Nice for a budget coupleâ€™s stay.,Nice for a budget coupleâ€™s stay.,Nice for a budget coupleâ€™s stay.,1,1,1,1,3200,4,0,0
Encore Inn,Great value for solo travelers.,Great value for solo travelers.,Great value for solo travelers.,1,1,1,1,3200,4,0,0
Pema Wellness Retreat,"Serene spa retreat, perfect relaxation.","Serene spa retreat, perfect relaxation.","Serene spa retreat, perfect relaxation.",1,1,1,1,8000,4.9,0.9,1
Pema Wellness Retreat,"Great for wellness, but far from city.","Great for wellness, but far from city.","Great for wellness, but far from city.",1,1,1,1,8000,4.9,0.9,1
Pema Wellness Retreat,Family loved the spa and calm vibe.,Family loved the spa and calm vibe.,Family loved the spa and calm vibe.,1,1,1,1,8000,4.9,0.9,1
Pema Wellness Retreat,"Romantic and rejuvenating, top-notch.","Romantic and rejuvenating, top-notch.","Romantic and rejuvenating, top-notch.",1,1,1,1,8000,4.9,0.9,1
Pema Wellness Retreat,"Perfect for solo relaxation, luxurious.","Perfect for solo relaxation, luxurious.","Perfect for solo relaxation, luxurious.Content",0.909090909,0.888888889,0.909090909,0.668740305,8000,4.9,0.9,1
The Pioneer,"Modern design, central location.","Modern design, central location.","Modern design, central location.",1,1,1,1,4500,4.5,0.3,0.526717578
The Pioneer,"Good for work, but limited conference space.","Good for work, but limited conference space.","Good for work, but limited conference space.",1,1,1,1,4500,4.5,0.2,0.501265835
The Pioneer,"Family-friendly, clean and stylish.","Family-friendly, clean and stylish.","Family-friendly, clean and stylish.",1,1,1,1,4500,4.5,0,0
The Pioneer,"Cozy and chic, great for couples.","Cozy and chic, great for couples.","Cozy and chic, great for couples.",1,1,1,1,4500,4.5,0.4,0.837471396
The Pioneer,Comfortable and convenient for solo.,Comfortable and convenient for solo.,"Comfortable and convenient for solo. """,1,1,1,0.759835686,4500,4.5,0,0
Hotel Sai Priya,"Convenient location, recently upgraded.","Convenient location, recently upgraded.","Convenient location, recently upgraded.",1,1,1,1,2900,4,0,0
Hotel Sai Priya,"Good for transit, but basic amenities.","Good for transit, but basic amenities.","Good for transit, but basic amenities.",1,1,1,1,2900,4,0,0
Hotel Sai Priya,"Family-friendly, clean and affordable.","Family-friendly, clean and affordable.","Family-friendly, clean and affordable.",1,1,1,1,2900,4,0,0
Hotel Sai Priya,Nice for a budget coupleâ€™s stay.,Nice for a budget coupleâ€™s stay.,Nice for a budget coupleâ€™s stay.,1,1,1,1,2900,4,0.1,1
Hotel Sai Priya,Great value for solo travelers.,Great value for solo travelers.,Great value for solo travelers.,1,1,1,1,2900,4,0.1,0.301029996
Hotel Sea Tree,"Renovated rooms, stunning sea views.","Renovated rooms, stunning sea views.","Renovated rooms, stunning sea views.",1,1,1,1,4200,4.3,0.6,1
Hotel Sea Tree,"Good for work, but Wi-Fi inconsistent.","Good for work, but Wi-Fi inconsistent.","Good for work, but Wi-Fi inconsistent.",1,1,1,1,4200,4.3,0,0
Hotel Sea Tree,"Family enjoyed the beach access, comfy.","Family enjoyed the beach access, comfy.","Family enjoyed the beach access, comfy.",1,1,1,1,4200,4.3,0.1,0.333333333
Hotel Sea Tree,"Romantic stay, great location.","Romantic stay, great location.","Romantic stay, great location. """,1,1,1,0.668740305,4200,4.3,0.1,0.5
Hotel Sea Tree,"Modern and relaxing, perfect for solo.","Modern and relaxing, perfect for solo.","Modern and relaxing, perfect for solo.",1,1,1,1,4200,4.3,0.2,0.41183384
Treebo Trend PL Grand,"Great value, clean and modern.","Great value, clean and modern.","Great value, clean and modern. """,1,1,1,0.759835686,3100,4.1,0.2,0.395646724
Treebo Trend PL Grand,"Convenient for work, but small rooms.","Convenient for work, but small rooms.","Convenient for work, but small rooms.",1,1,1,1,3100,4.1,0,0
Treebo Trend PL Grand,"Good for families, affordable stay.","Good for families, affordable stay.","Good for families, affordable stay. """,1,1,1,0.759835686,3100,4.1,0.1,0.315464877
Treebo Trend PL Grand,Cozy and budget-friendly for couples.,Cozy and budget-friendly for couples.,Cozy and budget-friendly for couples.,1,1,1,1,3100,4.1,0,0
Treebo Trend PL Grand,"Great for solo travelers, good service.","Great for solo travelers, good service.","Great for solo travelers, good service.",1,1,1,1,3100,4.1,0.1,0.301029996
Green City Hotel,"Affordable, clean, near industrial area.","Affordable, clean, near industrial area.","Affordable, clean, near industrial area.",1,1,1,1,2800,4,0,0
Green City Hotel,"Good for business, but far from beach.","Good for business, but far from beach.","Good for business, but far from beach.",1,1,1,1,2800,4,0,0
Green City Hotel,"Family-friendly, budget stay.","Family-friendly, budget stay.","Family-friendly, budget stay.Family",0.888888889,0.857142857,0.888888889,1.13E-154,2800,4,0,0
Green City Hotel,"Decent for couples, good value.","Decent for couples, good value.","Decent for couples, good value.",1,1,1,1,2800,4,0,0
Green City Hotel,"Great for solo travelers, affordable.","Great for solo travelers, affordable.","Great for solo travelers, affordable.",1,1,1,1,2800,4,0.1,0.289064826
Hotel Mantram,"Convenient and clean, good for leisure.","Convenient and clean, good for leisure.","Convenient and clean, good for leisure.",1,1,1,1,3000,4,0.1,0.315464877
Hotel Mantram,"Ideal for business, but small rooms.","Ideal for business, but small rooms.","Ideal for business, but small rooms.",1,1,1,1,3000,4,0,0
Hotel Mantram,"Family-friendly, great value.","Family-friendly, great value.","Family-friendly, great value.Family",0.888888889,0.857142857,0.888888889,1.13E-154,3000,4,0,0
Hotel Mantram,"Nice for couples, central location.","Nice for couples, central location.","Nice for couples, central location..",1,1,1,0.668740305,3000,4,0,0
Hotel Mantram,"Great for solo travelers, affordable.","Great for solo travelers, affordable.","Great for solo travelers, affordable.",1,1,1,1,3000,4,0,0
Hotel Winsar Park,"Modern and central, great for leisure.","Modern and central, great for leisure.","Modern and central, great for leisure.",1,1,1,1,4500,4.5,0.1,0.333333333
Hotel Winsar Park,"Good for work, but Wi-Fi needs improvement.","Good for work, but Wi-Fi needs improvement.","Good for work, but Wi-Fi needs improvement.",1,1,1,1,4500,4.5,0.1,0.333333333
Hotel Winsar Park,"Spacious rooms, family-friendly.","Spacious rooms, family-friendly.","Spacious rooms, family-friendly.",1,1,1,1.22E-77,4500,4.5,0.1,0.289064826
Hotel Winsar Park,"Romantic stay, excellent location.","Romantic stay, excellent location.","Romantic stay, excellent location. """,1,1,1,0.668740305,4500,4.5,0.1,0.630929754
Hotel Winsar Park,Comfortable and modern for solo travelers.,Comfortable and modern for solo travelers.,Comfortable and modern for solo travelers.,1,1,1,1,4500,4.5,0,0
Elegant Hotel,"Clean rooms, excellent service, great value.","Clean rooms, excellent service, great value.","Clean rooms, excellent service, great value.",1,1,1,1,3500,4.2,0.1,0.430676558
Elegant Hotel,"Convenient location, but Wi-Fi spotty.","Convenient location, but Wi-Fi spotty.","Convenient location, but Wi-Fi spotty.",1,1,1,1,3500,4.2,0.1,0.430676558
Elegant Hotel,"Spacious for families, good breakfast.","Spacious for families, good breakfast.","Spacious for families, good breakfast.",1,1,1,1,3500,4.2,0.1,0.430676558
Elegant Hotel,"Cozy and romantic, highly recommend.","Cozy and romantic, highly recommend.","Cozy and romantic, highly recommend.",1,1,1,1,3500,4.2,0.2,0.441307409
Elegant Hotel,Affordable and comfortable for solo travelers.,Affordable and comfortable for solo travelers.,Affordable and comfortable for solo travelers.,1,1,1,1,3500,4.2,0.2,0.42177341
Hotel Rio Beach,"Beachfront luxury, relaxing vacation.","Beachfront luxury, relaxing vacation.","Beachfront luxury, relaxing vacation.",1,1,1,1,3800,4,0.5,1
Hotel Rio Beach,"Good location, but Wi-Fi issues.","Good location, but Wi-Fi issues.","Good location, but Wi-Fi issues.",1,1,1,1,3800,4,0,0
Hotel Rio Beach,"Great for families, pool was fun.","Great for families, pool was fun.","Great for families, pool was fun.",1,1,1,1,3800,4,0.2,0.570641719
Hotel Diamond Plaza,Modern and central excellent stay.,Modern and central excellent stay.,Modern and central excellent stay.,1,1,1,1,4500,4.4,0,0
Hotel Diamond Plaza,Good for work reliable wifi,Good for work reliable wifi,Good for work reliable wifi,1,1,1,1,4500,4.4,0,0
Hotel Diamond Plaza,Family-friendly spacious rooms,Family-friendly spacious rooms,Family-friendly spacious rooms,1,1,1,1.22E-77,4500,4.4,0,0
Hotel Diamond Plaza,Romantic and cozy great service,Romantic and cozy great service,Romantic and cozy great service,1,1,1,1,4500,4.4,0,0
Hotel Diamond Plaza,Comfortable for solo good value,Comfortable for solo good value,Comfortable for solo good value,1,1,1,1,4500,4.4,0,0
Treebo Trend Seabreeze,Beach proximity budget-friendly,Beach proximity budget-friendly,Beach proximity budget-friendlyContent,0.75,0.666666667,0.75,1.13E-154,3400,4.1,0,0
Treebo Trend Seabreeze,Good for work but far from city,Good for work but far from city,Good for work but far from city.,1,1,1,0.809106712,3400,4.1,0.2,0.46845052
Treebo Trend Seabreeze,Family enjoyed the beach access.,Family enjoyed the beach access.,Family enjoyed the beach access.,1,1,1,1,3400,4.1,0,0
Treebo Trend Seabreeze,Cozy for couples scenic view,Cozy for couples scenic view,Cozy for couples scenic view,1,1,1,1,3400,4.1,0.2,0.41183384
Treebo Trend Seabreeze,Affordable for solo relaxing stay.,Affordable for solo relaxing stay.,AffAffordable for solo relaxing stay.,0.8,0.75,0.8,0.668740305,3400,4.1,0.2,0.37066569
Hotel Vivin,Affordable and central clean rooms,Affordable and central clean rooms,AffAffordable and central clean rooms.,0.8,0.75,0.8,6.87E-78,3000,4,0.1,0.430676558
Hotel Vivin,Good for business basic amenities,Good for business basic amenities,Good for business basic amenities,1,1,1,1,3000,4,0,0
Hotel Vivin,Family-friendly good value,Family-friendly good value,Family-friendly good value,1,1,1,1.22E-77,3000,4,0,0
Hotel Vivin,Cozy for couples central location,Cozy for couples central location,Cozy for couples central location,1,1,1,1,3000,4,0,0
Hotel Vivin,Convenient for solo affordable,Convenient for solo affordable,Convenient for solo affordable,1,1,1,1,3000,4,0,0
The Royal Comforts,Boutique charm excellent service,Boutique charm excellent service,Boutique charm excellent serviceGood service,0.888888889,0.571428571,0.888888889,7.38E-78,4300,4.3,0,0
The Royal Comforts,Good for work reliable facilities,Good for work reliable facilities,Good for work reliable facilities,1,1,1,1,4300,4.3,0,0
The Royal Comforts,Family enjoyed the cozy ambiance.,Family enjoyed the cozy ambiance.,Family enjoyed the cozy ambiance.Family,0.909090909,0.888888889,0.909090909,0.668740305,4300,4.3,0,0
The Royal Comforts,Romantic and stylish great stay.,Romantic and stylish great stay.,"Romantic and stylish great stay. """,1,1,1,0.759835686,4300,4.3,0.1,0.289064826
The Royal Comforts,Comfortable for solo good value,Comfortable for solo good value,Comfortable for solo good value,1,1,1,1,4300,4.3,0.1,0.301029996
Hotel Destiny,Affordable clean industruial areas ,Affordable clean industruial areas,Affordable clean industruial areas.,1,1,1,8.64E-78,3100,4,0,0
Hotel Destiny,Good for business but far from beach,Good for business but far from beach,Good for business but far from beach.,1,1,1,0.809106712,3100,4,0,0
Hotel Destiny,Family-friendly budget stay,Family-friendly budget stay,Family-friendly budget stay,1,1,1,1.22E-77,3100,4,0,0
Hotel Destiny,Cozy for couples good value,Cozy for couples good value,Cozy for couples good value,1,1,1,1,3100,4,0,0
Hotel Destiny,Convenient for solo affordable,Convenient for solo affordable,Convenient for solo affordable,1,1,1,1,3100,4,0,0
Sunray Village Resort,Resort-style beachfront luxury,Resort-style beachfront luxury,Resort-style beachfront luxury.,1,1,1,1.13E-154,6000,4.5,0.7,1
Sunray Village Resort,Good for retreats but far from city,Good for retreats but far from city,Good for retreats but far from city,1,1,1,1,6000,4.5,0.7,0.988800903
Sunray Village Resort,Family loved the pool and beach.,Family loved the pool and beach.,Family loved the pool and beach.Family,0.923076923,0.909090909,0.923076923,0.759835686,6000,4.5,0.6,0.897617884
